innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
S Kaul,DNB,,,0,0,,,,,2,v England,Bristol,2018-07-08,India,0,0,-,,,,,,,,,,
DL Chahar,DNB,,,0,0,,,,,2,v England,Bristol,2018-07-08,India,0,0,-,,,,,,,,,,
MS Dhoni,DNB,,,0,0,,,,,2,v England,Bristol,2018-07-08,India,0,0,-,,,,,,,,,,
UT Yadav,DNB,,,0,0,,,,,2,v England,Bristol,2018-07-08,India,0,0,-,,,,,,,,,,
YS Chahal,DNB,,,0,0,,,,,2,v England,Bristol,2018-07-08,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v West Indies,Kolkata,2018-11-04,India,0,0,-,,,,,,,,,,
Kuldeep Yadav,DNB,,,0,0,,,,,2,v West Indies,Kolkata,2018-11-04,India,0,0,-,,,,,,,,,,
UT Yadav,DNB,,,0,0,,,,,2,v West Indies,Kolkata,2018-11-04,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,2,v West Indies,Kolkata,2018-11-04,India,0,0,-,,,,,,,,,,
Kuldeep Yadav,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
MK Pandey,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
KD Karthik,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,1,v West Indies,Lucknow,2018-11-06,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v West Indies,Chennai,2018-11-11,India,0,0,-,,,,,,,,,,
Washington Sundar,DNB,,,0,0,,,,,2,v West Indies,Chennai,2018-11-11,India,0,0,-,,,,,,,,,,
YS Chahal,DNB,,,0,0,,,,,2,v West Indies,Chennai,2018-11-11,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v West Indies,Chennai,2018-11-11,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,2,v West Indies,Chennai,2018-11-11,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v Australia,Brisbane,2018-11-21,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,2,v Australia,Brisbane,2018-11-21,India,0,0,-,,,,,,,,,,
RG Sharma,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
KH Pandya,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
KK Ahmed,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
V Kohli,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
Kuldeep Yadav,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
KD Karthik,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
B Kumar,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
JJ Bumrah,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
S Dhawan,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
KL Rahul,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
RR Pant,TDNB,,,0,0,,,,,,v Australia,Melbourne,2018-11-23,India,0,0,-,,,,,,,,,,
Kuldeep Yadav,DNB,,,0,0,,,,,2,v Australia,Sydney,2018-11-25,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v Australia,Sydney,2018-11-25,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,2,v Australia,Sydney,2018-11-25,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,2,v Australia,Sydney,2018-11-25,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v Australia,Sydney,2018-11-25,India,0,0,-,,,,,,,,,,
KD Karthik,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
YS Chahal,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
HH Pandya,DNB,,,0,0,,,,,2,v New Zealand,Auckland,2019-02-08,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v New Zealand,Hamilton,2019-02-10,India,0,0,-,,,,,,,,,,
Kuldeep Yadav,DNB,,,0,0,,,,,2,v New Zealand,Hamilton,2019-02-10,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v New Zealand,Hamilton,2019-02-10,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,1,v Australia,Visakhapatnam,2019-02-24,India,0,0,-,,,,,,,,,,
M Markande,DNB,,,0,0,,,,,1,v Australia,Visakhapatnam,2019-02-24,India,0,0,-,,,,,,,,,,
S Kaul,DNB,,,0,0,,,,,1,v Australia,Bengaluru,2019-02-27,India,0,0,-,,,,,,,,,,
V Shankar,DNB,,,0,0,,,,,1,v Australia,Bengaluru,2019-02-27,India,0,0,-,,,,,,,,,,
JJ Bumrah,DNB,,,0,0,,,,,1,v Australia,Bengaluru,2019-02-27,India,0,0,-,,,,,,,,,,
YS Chahal,DNB,,,0,0,,,,,1,v Australia,Bengaluru,2019-02-27,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,1,v Australia,Bengaluru,2019-02-27,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v West Indies,Lauderhill,2019-08-03,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,2,v West Indies,Lauderhill,2019-08-03,India,0,0,-,,,,,,,,,,
NA Saini,DNB,,,0,0,,,,,2,v West Indies,Lauderhill,2019-08-03,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,1,v West Indies,Lauderhill,2019-08-04,India,0,0,-,,,,,,,,,,
NA Saini,DNB,,,0,0,,,,,1,v West Indies,Lauderhill,2019-08-04,India,0,0,-,,,,,,,,,,
Washington Sundar,DNB,,,0,0,,,,,1,v West Indies,Lauderhill,2019-08-04,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,1,v West Indies,Lauderhill,2019-08-04,India,0,0,-,,,,,,,,,,
B Kumar,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
NA Saini,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
Washington Sundar,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
RD Chahar,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
DL Chahar,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,2,v West Indies,Providence,2019-08-06,India,0,0,-,,,,,,,,,,
RA Jadeja,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
HH Pandya,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
DL Chahar,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
NA Saini,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
KH Pandya,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
Washington Sundar,DNB,,,0,0,,,,,2,v South Africa,Mohali,2019-09-18,India,0,0,-,,,,,,,,,,
DL Chahar,DNB,,,0,0,,,,,1,v Bangladesh,Delhi,2019-11-03,India,0,0,-,,,,,,,,,,
KK Ahmed,DNB,,,0,0,,,,,1,v Bangladesh,Delhi,2019-11-03,India,0,0,-,,,,,,,,,,
YS Chahal,DNB,,,0,0,,,,,1,v Bangladesh,Delhi,2019-11-03,India,0,0,-,,,,,,,,,,
Ahmed Shehzad,111*,111,96,1,1,62,10,5,179.03,1,v Bangladesh,Dhaka,2014-03-30,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,98*,98,91,1,1,64,6,6,153.12,1,v Zimbabwe,Harare,2013-08-24,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,97*,97,,1,1,58,13,1,167.24,1,v West Indies,Karachi,2018-04-02,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,94,94,70,1,0,54,9,4,174.07,1,v Australia,Dhaka,2014-03-23,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,91,91,,1,0,46,12,3,197.82,2,v Australia,Harare,2018-07-08,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,90,90,78,1,0,58,13,1,155.17,2,v South Africa,Johannesburg,2019-02-03,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,89*,89,,1,1,49,10,3,181.63,1,v Scotland,Edinburgh,2018-06-12,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,89,89,,1,0,55,8,3,161.81,1,v World-XI,Lahore,2017-09-15,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,87*,87,82,1,1,53,3,5,164.15,1,v Bangladesh,Karachi,2008-04-20,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,86,86,65,1,0,51,9,4,168.62,1,v South Africa,Centurion,2013-03-03,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,86,86,,1,0,52,10,2,165.38,1,v World-XI,Lahore,2017-09-12,Pakistan,1,0,50-99,,,,,,,,,,
Mukhtar Ahmed,83,83,63,1,0,45,12,3,184.44,2,v Zimbabwe,Lahore,2015-05-22,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,79,79,66,1,0,58,7,2,136.20,1,v New Zealand,Dubai (DSC),2018-11-04,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,76*,76,93,1,1,64,8,2,118.75,2,v New Zealand,Dubai (DSC),2014-12-04,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,75,75,89,1,0,54,8,2,138.88,2,v England,Sharjah,2015-11-30,Pakistan,1,0,50-99,,,,,,,,,,
Salman Butt,74,74,,1,0,56,6,3,132.14,1,v Canada,King City (NW),2008-10-10,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,73,73,,1,0,55,8,1,132.72,1,v Bangladesh,Gros Islet,2010-05-01,Pakistan,1,0,50-99,,,,,,,,,,
Salman Butt,73,73,,1,0,46,8,2,158.69,1,v Bangladesh,Gros Islet,2010-05-01,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,73,73,,1,0,42,9,3,173.80,1,v Australia,Harare,2018-07-05,Pakistan,1,0,50-99,,,,,,,,,,
Imran Nazir,72,72,61,1,0,36,9,3,200.00,2,v Bangladesh,Pallekele,2012-09-25,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,71,71,68,1,0,48,6,3,147.91,1,v Zimbabwe,Harare,2011-09-16,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,70,70,79,1,0,50,6,1,140.00,1,v Zimbabwe,Harare,2013-08-23,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,68*,68,,1,1,55,5,1,123.63,1,v Australia,Abu Dhabi,2018-10-24,Pakistan,1,0,50-99,,,,,,,,,,
Salman Butt,67*,67,91,1,1,54,8,1,124.07,2,v New Zealand,Bridgetown,2010-05-08,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,66*,66,51,1,1,42,7,1,157.14,2,v Australia,Johannesburg,2007-09-18,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,65,65,,1,0,42,5,3,154.76,1,v England,Cardiff,2019-05-05,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,64,64,53,1,0,33,7,2,193.93,2,v Australia,Melbourne,2010-02-05,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,64,64,43,1,0,31,7,3,206.45,1,v Australia,Birmingham,2010-07-05,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,64,64,55,1,0,37,5,4,172.97,1,v South Africa,Cape Town,2013-11-22,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,64,64,70,1,0,42,7,2,152.38,1,v Bangladesh,Kolkata,2016-03-16,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,63*,63,69,1,1,49,7,3,128.57,2,v U.A.E.,Dhaka,2016-02-29,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,63,63,53,1,0,41,5,3,153.65,1,v South Africa,Cape Town,2013-11-22,Pakistan,1,0,50-99,,,,,,,,,,
Hussain Talat,63,63,,1,0,41,8,1,153.65,1,v West Indies,Karachi,2018-04-02,Pakistan,1,0,50-99,,,,,,,,,,
Iftikhar Ahmed,62*,62,,1,1,34,5,3,182.35,1,v Australia,Canberra,2019-11-05,Pakistan,1,0,50-99,,,,,,,,,,
Mukhtar Ahmed,62,62,63,1,0,40,6,1,155.00,2,v Zimbabwe,Lahore,2015-05-24,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,61,61,70,1,0,44,6,2,138.63,2,v India,Bengaluru,2012-12-25,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,61,61,,1,0,47,8,2,129.78,1,v New Zealand,Auckland,2016-01-15,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,61,61,66,1,0,40,3,3,152.50,1,v Zimbabwe,Harare,2018-07-01,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,59*,59,,1,1,42,5,3,140.47,2,v Australia,Dubai (DSC),2009-05-07,Pakistan,1,0,50-99,,,,,,,,,,
Khalid Latif,59*,59,59,1,1,42,8,2,140.47,2,v England,Manchester,2016-09-07,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,59*,59,,1,1,38,5,2,155.26,1,v Australia,Sydney,2019-11-03,Pakistan,1,0,50-99,,,,,,,,,,
Imran Nazir,59,59,48,1,0,41,3,5,143.90,2,v New Zealand,Cape Town,2007-09-22,Pakistan,1,0,50-99,,,,,,,,,,
Sharjeel Khan,59,59,46,1,0,36,7,3,163.88,2,v England,Manchester,2016-09-07,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,58*,58,74,1,1,42,5,2,138.09,1,v Bangladesh,Dhaka,2016-03-02,Pakistan,1,0,50-99,,,,,,,,,,
Imran Nazir,58,58,48,1,0,38,5,4,152.63,1,v New Zealand,Dubai (DSC),2009-11-12,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,57*,57,77,1,1,50,3,3,114.00,2,v India,Bengaluru,2012-12-25,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,57,57,45,1,0,31,4,2,183.87,1,v Sri Lanka,Johannesburg,2007-09-17,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,57,57,66,1,0,51,5,1,111.76,1,v Ireland,The Oval,2009-06-15,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,56*,56,66,1,1,49,5,1,114.28,1,v New Zealand,Dubai (DSC),2009-11-13,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,56*,56,43,1,1,35,2,4,160.00,1,v Australia,Gros Islet,2010-05-14,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,56*,56,43,1,1,27,4,4,207.40,1,v New Zealand,Hamilton,2016-01-17,Pakistan,1,0,50-99,,,,,,,,,,
Nasir Jamshed,56,56,46,1,0,35,2,4,160.00,1,v New Zealand,Pallekele,2012-09-23,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,55*,55,49,1,1,37,6,2,148.64,2,v West Indies,Dubai (DSC),2016-09-23,Pakistan,1,0,50-99,,,,,,,,,,
Nasir Jamshed,55,55,60,1,0,46,4,2,119.56,1,v Australia,Colombo (RPS),2012-10-02,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,55,55,39,1,0,26,6,3,211.53,2,v India,Ahmedabad,2012-12-28,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,55,55,58,1,0,39,6,1,141.02,2,v Zimbabwe,Lahore,2015-05-22,Pakistan,1,0,50-99,,,,,,,,,,
Hussain Talat,55,55,78,1,0,41,7,1,134.14,2,v South Africa,Johannesburg,2019-02-03,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,54*,54,52,1,1,40,2,2,135.00,2,v Sri Lanka,Lord's,2009-06-21,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,54*,54,65,1,1,40,3,2,135.00,1,v Zimbabwe,Harare,2013-08-24,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,54,54,42,1,0,34,10,0,158.82,1,v New Zealand,Christchurch,2010-12-30,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,53*,53,61,1,1,34,4,2,155.88,1,v New Zealand,Dubai (DSC),2018-11-04,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,53,53,46,1,0,35,7,1,151.42,2,v India,Durban,2007-09-14,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,53,53,,1,0,45,6,1,117.77,2,v West Indies,Port of Spain,2017-04-02,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,53,53,,1,0,27,0,5,196.29,1,v Scotland,Edinburgh,2018-06-12,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,52*,52,58,1,1,38,4,2,136.84,2,v Australia,Johannesburg,2007-09-18,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,52*,52,46,1,1,33,5,1,157.57,1,v Sri Lanka,Hambantota,2012-06-03,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,52,52,67,1,0,39,8,0,133.33,1,v Bangladesh,Kolkata,2016-03-16,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,52,52,,1,0,50,4,1,104.00,2,v Sri Lanka,Lahore,2019-10-09,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,51,51,50,1,0,35,2,3,145.71,1,v Sri Lanka,Johannesburg,2007-09-17,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,51,51,46,1,0,34,8,0,150.00,1,v South Africa,Nottingham,2009-06-18,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,51,51,43,1,0,33,2,4,154.54,1,v South Africa,Gros Islet,2010-05-10,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,51,51,53,1,0,38,5,1,134.21,1,v Zimbabwe,Harare,2011-09-18,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,51,51,,1,0,24,5,2,212.50,1,v Sri Lanka,Lahore,2017-10-29,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,51,51,,1,0,40,6,0,127.50,2,v West Indies,Karachi,2018-04-03,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,50*,50,78,1,1,46,2,3,108.69,2,v U.A.E.,Dhaka,2016-02-29,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,50*,50,45,1,1,29,5,1,172.41,1,v New Zealand,Auckland,2018-01-25,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Khan jnr,50,50,60,1,0,54,6,0,92.59,2,v Zimbabwe,King City (NW),2008-10-12,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,50,50,50,1,0,37,4,0,135.13,2,v Sri Lanka,Lord's,2009-06-12,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,50,50,58,1,0,37,4,2,135.13,1,v Sri Lanka,Colombo (RPS),2009-08-12,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,50,50,41,1,0,34,6,2,147.05,1,v Australia,Gros Islet,2010-05-14,Pakistan,1,0,50-99,,,,,,,,,,
Sharjeel Khan,50,50,43,1,0,25,5,3,200.00,2,v Sri Lanka,Dubai (DSC),2013-12-13,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,50,50,46,1,0,28,5,3,178.57,1,v New Zealand,Auckland,2018-01-25,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,50,50,,1,0,40,5,1,125.00,1,v Australia,Dubai (DSC),2018-10-28,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,50,50,,1,0,36,5,1,138.88,1,v England,Cardiff,2019-05-05,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,50,50,,1,0,38,6,0,131.57,1,v Australia,Canberra,2019-11-05,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,49*,49,,1,1,22,1,5,222.72,1,v Scotland,Edinburgh,2018-06-13,Pakistan,0,0,0-49,,,,,,,,,,
Imran Nazir,49,49,,1,0,29,4,3,168.96,1,v Bangladesh,Nairobi (Gym),2007-09-02,Pakistan,0,0,0-49,,,,,,,,,,
Umar Akmal,49,49,55,1,0,41,4,1,119.51,1,v South Africa,Dubai (DSC),2013-11-13,Pakistan,0,0,0-49,,,,,,,,,,
Shahid Afridi,49,49,32,1,0,19,4,4,257.89,1,v Bangladesh,Kolkata,2016-03-16,Pakistan,0,0,0-49,,,,,,,,,,
Shoaib Malik,49,49,53,1,0,31,5,1,158.06,2,v South Africa,Cape Town,2019-02-01,Pakistan,0,0,0-49,,,,,,,,,,
Misbah-ul-Haq,48*,48,,1,1,38,3,1,126.31,2,v Sri Lanka,Abu Dhabi,2011-11-25,Pakistan,0,0,0-49,,,,,,,,,,
Younis Khan,48,48,,1,0,25,1,4,192.00,1,v Bangladesh,Nairobi (Gym),2007-09-02,Pakistan,0,0,0-49,,,,,,,,,,
Umar Akmal,48,48,49,1,0,37,4,2,129.72,2,v Sri Lanka,Dhaka,2016-03-04,Pakistan,0,0,0-49,,,,,,,,,,
Kamran Akmal,48,48,,1,0,37,4,2,129.72,1,v West Indies,Port of Spain,2017-04-01,Pakistan,0,0,0-49,,,,,,,,,,
Babar Azam,48,48,,1,0,31,5,0,154.83,1,v World-XI,Lahore,2017-09-15,Pakistan,0,0,0-49,,,,,,,,,,
Younis Khan,47,47,38,1,0,28,7,0,167.85,1,v Bangladesh,Karachi,2008-04-20,Pakistan,0,0,0-49,,,,,,,,,,
Umar Amin,47,47,41,1,0,34,9,0,138.23,2,v West Indies,Kingstown,2013-07-27,Pakistan,0,0,0-49,,,,,,,,,,
Sharjeel Khan,47,47,26,1,0,25,9,1,188.00,2,v New Zealand,Mohali,2016-03-22,Pakistan,0,0,0-49,,,,,,,,,,
Fakhar Zaman,47,47,,1,0,38,4,1,123.68,2,v Zimbabwe,Harare,2018-07-04,Pakistan,0,0,0-49,,,,,,,,,,
Imad Wasim,47,47,,1,0,29,8,0,162.06,2,v Sri Lanka,Lahore,2019-10-07,Pakistan,0,0,0-49,,,,,,,,,,
Younis Khan,46*,46,54,1,1,31,5,0,148.38,2,v England,The Oval,2009-06-07,Pakistan,0,0,0-49,,,,,,,,,,
Abdul Razzaq,46*,46,27,1,1,18,0,5,255.55,2,v England,Dubai (DSC),2010-02-20,Pakistan,0,0,0-49,,,,,,,,,,
Umar Akmal,46*,46,56,1,1,36,3,1,127.77,1,v West Indies,Kingstown,2013-07-28,Pakistan,0,0,0-49,,,,,,,,,,
Shoaib Malik,46*,46,61,1,1,31,4,0,148.38,1,v Sri Lanka,Colombo (RPS),2015-07-30,Pakistan,0,0,0-49,,,,,,,,,,
Sarfaraz Ahmed,46*,46,40,1,1,32,5,0,143.75,1,v West Indies,Dubai (DSC),2016-09-24,Pakistan,0,0,0-49,,,,,,,,,,
Mohammad Hafeez,46,46,70,1,0,40,5,0,115.00,2,v England,Bristol,2006-08-28,Pakistan,0,0,0-49,,,,,,,,,,
Mohammad Hafeez,46,46,36,1,0,30,5,2,153.33,2,v New Zealand,Hamilton,2010-12-28,Pakistan,0,0,0-49,,,,,,,,,,
Ahmed Shehzad,46,46,51,1,0,25,6,2,184.00,1,v South Africa,Centurion,2013-03-03,Pakistan,0,0,0-49,,,,,,,,,,
Shahid Afridi,46,46,36,1,0,27,4,2,170.37,2,v West Indies,Kingstown,2013-07-27,Pakistan,0,0,0-49,,,,,,,,,,
Ahmed Shehzad,46,46,53,1,0,38,4,0,121.05,1,v Sri Lanka,Colombo (RPS),2015-07-30,Pakistan,0,0,0-49,,,,,,,,,,
Umar Akmal,46,46,36,1,0,24,3,3,191.66,1,v Sri Lanka,Colombo (RPS),2015-07-30,Pakistan,0,0,0-49,,,,,,,,,,
Anwar Ali,46,46,22,1,0,17,3,4,270.58,2,v Sri Lanka,Colombo (RPS),2015-08-01,Pakistan,0,0,0-49,,,,,,,,,,
Khalid Latif,46,46,64,1,0,41,4,1,112.19,2,v Australia,Mohali,2016-03-25,Pakistan,0,0,0-49,,,,,,,,,,
Fakhar Zaman,46,46,,1,0,36,5,1,127.77,1,v New Zealand,Mount Maunganui,2018-01-28,Pakistan,0,0,0-49,,,,,,,,,,
Mohammad Hafeez,45,45,73,1,0,42,6,0,107.14,1,v Australia,Dubai (DSC),2012-09-07,Pakistan,0,0,0-49,,,,,,,,,,
Nasir Jamshed,45,45,52,1,0,36,4,1,125.00,1,v Australia,Dubai (DSC),2012-09-07,Pakistan,0,0,0-49,,,,,,,,,,
Mohammad Hafeez,45,45,65,1,0,47,6,0,95.74,2,v Bangladesh,Pallekele,2012-09-25,Pakistan,0,0,0-49,,,,,,,,,,
Shahid Afridi,45,45,30,1,0,22,1,4,204.54,2,v Sri Lanka,Colombo (RPS),2015-08-01,Pakistan,0,0,0-49,,,,,,,,,,
Babar Azam,45,45,,1,0,38,5,0,118.42,1,v World-XI,Lahore,2017-09-13,Pakistan,0,0,0-49,,,,,,,,,,
Umar Amin,45,45,,1,0,37,3,1,121.62,1,v Sri Lanka,Lahore,2017-10-29,Pakistan,0,0,0-49,,,,,,,,,,
Babar Azam,45,45,,1,0,44,3,0,102.27,1,v Australia,Dubai (DSC),2018-10-26,Pakistan,0,0,0-49,,,,,,,,,,
