innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
EJG Morgan,30,30,38,1,0,31,1,1,96.77,2,v New Zealand,Pallekele,2012-09-29,England,0,0,0-49,,,,,,,,,,
LJ Wright,30,30,20,1,0,18,3,1,166.66,1,v Australia,Chester-le-Street,2013-08-31,England,0,0,0-49,,,,,,,,,,
JC Buttler,30,30,29,1,0,20,0,3,150.00,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
JC Buttler,30,30,36,1,0,27,2,0,111.11,2,v West Indies,Chester-le-Street,2017-09-16,England,0,0,0-49,,,,,,,,,,
JJ Roy,30,30,,1,0,20,5,0,150.00,1,v India,Manchester,2018-07-03,England,0,0,0-49,,,,,,,,,,
AD Hales,30,30,,1,0,24,3,2,125.00,1,v India,Bristol,2018-07-08,England,0,0,0-49,,,,,,,,,,
JL Denly,30,30,,1,0,29,4,0,103.44,2,v West Indies,Gros Islet,2019-03-05,England,0,0,0-49,,,,,,,,,,
DJ Willey,29*,29,,1,1,15,2,2,193.33,1,v India,Manchester,2018-07-03,England,0,0,0-49,,,,,,,,,,
DL Maddy,29,29,22,1,0,20,3,1,145.00,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
KP Pietersen,29,29,32,1,0,19,1,2,152.63,2,v South Africa,Centurion,2009-11-15,England,0,0,0-49,,,,,,,,,,
SM Davies,29,29,58,1,0,26,2,0,111.53,2,v Australia,Melbourne,2011-01-14,England,0,0,0-49,,,,,,,,,,
MJ Lumb,29,29,17,1,0,15,3,2,193.33,2,v New Zealand,The Oval,2013-06-25,England,0,0,0-49,,,,,,,,,,
JJ Roy,29,29,31,1,0,22,1,2,131.81,1,v Pakistan,Dubai (DSC),2015-11-27,England,0,0,0-49,,,,,,,,,,
SW Billings,29,29,30,1,0,23,4,1,126.08,1,v Australia,Melbourne,2018-02-10,England,0,0,0-49,,,,,,,,,,
RS Bopara,28*,28,22,1,1,15,3,1,186.66,2,v Sri Lanka,The Oval,2014-05-20,England,0,0,0-49,,,,,,,,,,
PD Collingwood,28,28,32,1,0,20,2,1,140.00,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
MJ Lumb,28,28,,1,0,18,4,0,155.55,1,v West Indies,Providence,2010-05-03,England,0,0,0-49,,,,,,,,,,
AD Hales,28,28,50,1,0,26,4,0,107.69,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
JJ Roy,28,28,17,1,0,14,3,2,200.00,2,v South Africa,Southampton,2017-06-21,England,0,0,0-49,,,,,,,,,,
JM Bairstow,28,28,,1,0,18,0,2,155.55,2,v India,Cardiff,2018-07-06,England,0,0,0-49,,,,,,,,,,
CJ Jordan,27*,27,8,1,1,9,0,4,300.00,1,v West Indies,Bridgetown,2014-03-13,England,0,0,0-49,,,,,,,,,,
EJG Morgan,27*,27,28,1,1,14,1,2,192.85,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
JE Root,27*,27,38,1,1,22,3,0,122.72,2,v New Zealand,Delhi,2016-03-30,England,0,0,0-49,,,,,,,,,,
JWM Dalrymple,27,27,29,1,0,28,2,0,96.42,1,v Pakistan,Bristol,2006-08-28,England,0,0,0-49,,,,,,,,,,
MP Vaughan,27,27,28,1,0,21,4,0,128.57,2,v Australia,Sydney,2007-01-09,England,0,0,0-49,,,,,,,,,,
PD Collingwood,27,27,30,1,0,24,1,1,112.50,2,v West Indies,The Oval,2007-06-29,England,0,0,0-49,,,,,,,,,,
SM Davies,27,27,31,1,0,21,5,0,128.57,1,v West Indies,Port of Spain,2009-03-15,England,0,0,0-49,,,,,,,,,,
IR Bell,27,27,20,1,0,17,4,1,158.82,2,v Australia,Adelaide,2011-01-12,England,0,0,0-49,,,,,,,,,,
EJG Morgan,27,27,31,1,0,23,1,1,117.39,1,v Afghanistan,Colombo (RPS),2012-09-21,England,0,0,0-49,,,,,,,,,,
JC Buttler,27,27,25,1,0,17,1,2,158.82,2,v Australia,Southampton,2013-08-29,England,0,0,0-49,,,,,,,,,,
AD Hales,27,27,31,1,0,23,2,1,117.39,1,v New Zealand,Manchester,2015-06-23,England,0,0,0-49,,,,,,,,,,
AD Hales,27,27,21,1,0,21,5,0,128.57,1,v South Africa,Cape Town,2016-02-19,England,0,0,0-49,,,,,,,,,,
JM Bairstow,27,27,43,1,0,21,1,1,128.57,2,v West Indies,Chester-le-Street,2017-09-16,England,0,0,0-49,,,,,,,,,,
MM Ali,27,27,,1,0,11,1,3,245.45,1,v Sri Lanka,Colombo (RPS),2018-10-27,England,0,0,0-49,,,,,,,,,,
PD Collingwood,26,26,46,1,0,22,1,1,118.18,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
AN Cook,26,26,37,1,0,21,5,0,123.80,2,v South Africa,Centurion,2009-11-15,England,0,0,0-49,,,,,,,,,,
C Kieswetter,26,26,,1,0,14,1,3,185.71,1,v West Indies,Providence,2010-05-03,England,0,0,0-49,,,,,,,,,,
JC Buttler,26,26,17,1,0,16,4,0,162.50,2,v Sri Lanka,The Oval,2014-05-20,England,0,0,0-49,,,,,,,,,,
JE Root,26,26,31,1,0,29,2,0,89.65,1,v India,Birmingham,2014-09-07,England,0,0,0-49,,,,,,,,,,
BA Stokes,26,26,,1,0,27,1,1,96.29,1,v Sri Lanka,Colombo (RPS),2018-10-27,England,0,0,0-49,,,,,,,,,,
AD Mascarenhas,25*,25,45,1,1,27,2,0,92.59,1,v India,Lord's,2009-06-14,England,0,0,0-49,,,,,,,,,,
SR Patel,25*,25,21,1,1,16,3,0,156.25,2,v India,Manchester,2011-08-31,England,0,0,0-49,,,,,,,,,,
MJ Prior,25,25,14,1,0,14,2,2,178.57,2,v West Indies,The Oval,2007-06-28,England,0,0,0-49,,,,,,,,,,
MJ Lumb,25,25,25,1,0,13,3,1,192.30,2,v Pakistan,Bridgetown,2010-05-06,England,0,0,0-49,,,,,,,,,,
C Kieswetter,25,25,39,1,0,27,3,1,92.59,2,v Pakistan,Bridgetown,2010-05-06,England,0,0,0-49,,,,,,,,,,
KP Pietersen,25,25,20,1,0,11,3,1,227.27,2,v Australia,Adelaide,2011-01-12,England,0,0,0-49,,,,,,,,,,
C Kieswetter,25,25,28,1,0,24,3,1,104.16,1,v South Africa,Chester-le-Street,2012-09-08,England,0,0,0-49,,,,,,,,,,
JE Root,25,25,30,1,0,24,4,0,104.16,1,v Sri Lanka,Delhi,2016-03-26,England,0,0,0-49,,,,,,,,,,
JM Bairstow,25,25,,1,0,14,2,2,178.57,1,v India,Bristol,2018-07-08,England,0,0,0-49,,,,,,,,,,
MH Yardy,24*,24,21,1,1,14,2,1,171.42,1,v Pakistan,Bristol,2006-08-28,England,0,0,0-49,,,,,,,,,,
RS Bopara,24*,24,37,1,1,19,0,1,126.31,1,v New Zealand,Chattogram,2014-03-22,England,0,0,0-49,,,,,,,,,,
BA Stokes,24*,24,23,1,1,13,4,0,184.61,1,v New Zealand,Manchester,2015-06-23,England,0,0,0-49,,,,,,,,,,
VS Solanki,24,24,30,1,0,25,4,0,96.00,2,v New Zealand,Durban,2007-09-18,England,0,0,0-49,,,,,,,,,,
KP Pietersen,24,24,24,1,0,16,2,1,150.00,2,v New Zealand,Durban,2007-09-18,England,0,0,0-49,,,,,,,,,,
LJ Wright,24,24,25,1,0,17,1,1,141.17,2,v New Zealand,Durban,2007-09-18,England,0,0,0-49,,,,,,,,,,
LJ Wright,24,24,25,1,0,18,5,0,133.33,2,v New Zealand,Manchester,2008-06-13,England,0,0,0-49,,,,,,,,,,
KP Pietersen,24,24,,1,0,20,1,1,120.00,1,v West Indies,Providence,2010-05-03,England,0,0,0-49,,,,,,,,,,
LJ Wright,24,24,24,1,0,17,3,0,141.17,2,v New Zealand,Gros Islet,2010-05-10,England,0,0,0-49,,,,,,,,,,
SR Patel,24,24,21,1,0,22,1,1,109.09,1,v India,Pune,2012-12-20,England,0,0,0-49,,,,,,,,,,
MH Yardy,23*,23,31,1,1,18,2,0,127.77,2,v West Indies,The Oval,2007-06-28,England,0,0,0-49,,,,,,,,,,
TT Bresnan,23*,23,17,1,1,11,3,0,209.09,2,v New Zealand,Gros Islet,2010-05-10,England,0,0,0-49,,,,,,,,,,
OA Shah,23,23,13,1,0,17,2,1,135.29,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
JJ Roy,23,23,10,1,0,13,1,2,176.92,1,v New Zealand,Manchester,2015-06-23,England,0,0,0-49,,,,,,,,,,
JM Bairstow,22*,22,40,1,1,21,0,0,104.76,2,v Pakistan,Dubai (DSC),2012-02-23,England,0,0,0-49,,,,,,,,,,
IR Bell,22,22,26,1,0,22,1,0,100.00,2,v Australia,Sydney,2007-01-09,England,0,0,0-49,,,,,,,,,,
MJ Prior,22,22,19,1,0,14,4,0,157.14,2,v West Indies,The Oval,2007-06-29,England,0,0,0-49,,,,,,,,,,
AJ Strauss,22,22,25,1,0,25,2,0,88.00,1,v West Indies,Port of Spain,2009-03-15,England,0,0,0-49,,,,,,,,,,
AD Hales,22,22,26,1,0,15,3,0,146.66,2,v New Zealand,Pallekele,2012-09-29,England,0,0,0-49,,,,,,,,,,
MJ Lumb,22,22,35,1,0,15,1,2,146.66,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
JC Tredwell,22,22,19,1,0,11,3,1,200.00,2,v New Zealand,Hamilton,2013-02-12,England,0,0,0-49,,,,,,,,,,
MJ Lumb,22,22,13,1,0,11,3,1,200.00,2,v Australia,Southampton,2013-08-29,England,0,0,0-49,,,,,,,,,,
AD Hales,22,22,21,1,0,12,5,0,183.33,2,v Australia,Hobart,2014-01-29,England,0,0,0-49,,,,,,,,,,
JC Buttler,22,22,33,1,0,27,2,0,81.48,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
JM Vince,22,22,25,1,0,18,4,0,122.22,1,v Afghanistan,Delhi,2016-03-23,England,0,0,0-49,,,,,,,,,,
EJG Morgan,22,22,33,1,0,16,1,1,137.50,1,v Sri Lanka,Delhi,2016-03-26,England,0,0,0-49,,,,,,,,,,
SW Billings,22,22,20,1,0,10,3,1,220.00,2,v India,Kanpur,2017-01-26,England,0,0,0-49,,,,,,,,,,
AD Hales,22,22,28,1,0,15,4,0,146.66,1,v Australia,Hobart,2018-02-07,England,0,0,0-49,,,,,,,,,,
EJG Morgan,22,22,12,1,0,14,2,1,157.14,1,v Australia,Hobart,2018-02-07,England,0,0,0-49,,,,,,,,,,
RS Bopara,21*,21,14,1,1,9,3,1,233.33,1,v India,Birmingham,2014-09-07,England,0,0,0-49,,,,,,,,,,
KP Pietersen,21,21,30,1,0,20,2,0,105.00,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
OA Shah,21,21,28,1,0,16,0,1,131.25,2,v New Zealand,Durban,2007-09-18,England,0,0,0-49,,,,,,,,,,
OA Shah,21,21,15,1,0,13,3,1,161.53,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
EJG Morgan,21,21,20,1,0,14,3,0,150.00,1,v South Africa,Bridgetown,2010-05-08,England,0,0,0-49,,,,,,,,,,
PD Collingwood,21,21,24,1,0,25,0,1,84.00,2,v Pakistan,Cardiff,2010-09-07,England,0,0,0-49,,,,,,,,,,
SR Patel,21,21,25,1,0,25,1,1,84.00,2,v India,Kolkata,2011-10-29,England,0,0,0-49,,,,,,,,,,
AD Hales,21,21,14,1,0,16,2,1,131.25,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
SW Billings,21,21,15,1,0,11,2,1,190.90,1,v New Zealand,Manchester,2015-06-23,England,0,0,0-49,,,,,,,,,,
JC Buttler,21,21,31,1,0,14,1,1,150.00,2,v South Africa,Mumbai,2016-03-18,England,0,0,0-49,,,,,,,,,,
DJ Willey,21,21,16,1,0,14,1,2,150.00,1,v West Indies,Kolkata,2016-04-03,England,0,0,0-49,,,,,,,,,,
JJ Roy,21,21,31,1,0,20,2,1,105.00,1,v Pakistan,Manchester,2016-09-07,England,0,0,0-49,,,,,,,,,,
JM Vince,21,21,34,1,0,21,2,0,100.00,1,v Australia,Melbourne,2018-02-10,England,0,0,0-49,,,,,,,,,,
DJ Willey,21,21,24,1,0,10,0,2,210.00,2,v New Zealand,Wellington,2018-02-13,England,0,0,0-49,,,,,,,,,,
JJ Roy,21,21,14,1,0,13,3,1,161.53,1,v New Zealand,Hamilton,2018-02-18,England,0,0,0-49,,,,,,,,,,
DJ Willey,20*,20,25,1,1,17,0,2,117.64,1,v Afghanistan,Delhi,2016-03-23,England,0,0,0-49,,,,,,,,,,
JL Denly,20*,20,,1,1,12,2,1,166.66,2,v Pakistan,Cardiff,2019-05-05,England,0,0,0-49,,,,,,,,,,
MJ Prior,20,20,21,1,0,14,2,1,142.85,1,v Zimbabwe,Cape Town,2007-09-13,England,0,0,0-49,,,,,,,,,,
DL Maddy,20,20,33,1,0,20,3,0,100.00,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
P Mustard,20,20,13,1,0,13,2,1,153.84,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
LJ Wright,20,20,22,1,0,24,0,1,83.33,1,v Ireland,Providence,2010-05-04,England,0,0,0-49,,,,,,,,,,
EJG Morgan,20,20,15,1,0,11,0,2,181.81,1,v Australia,Chester-le-Street,2013-08-31,England,0,0,0-49,,,,,,,,,,
JC Buttler,20,20,17,1,0,14,1,1,142.85,2,v Australia,Hobart,2014-01-29,England,0,0,0-49,,,,,,,,,,
JE Root,20,20,14,1,0,16,1,1,125.00,1,v Pakistan,Dubai (DSC),2015-11-27,England,0,0,0-49,,,,,,,,,,
AD Hales,20,20,33,1,0,19,1,1,105.26,2,v New Zealand,Delhi,2016-03-30,England,0,0,0-49,,,,,,,,,,
JL Denly,20,20,,1,0,17,3,0,117.64,1,v Sri Lanka,Colombo (RPS),2018-10-27,England,0,0,0-49,,,,,,,,,,
AD Hales,20,20,16,1,0,13,3,1,153.84,2,v West Indies,Basseterre,2019-03-10,England,0,0,0-49,,,,,,,,,,
CR Woakes,19*,19,23,1,1,15,1,1,126.66,2,v Australia,Adelaide,2011-01-12,England,0,0,0-49,,,,,,,,,,
GO Jones,19,19,17,1,0,14,4,0,135.71,1,v Australia,Southampton,2005-06-13,England,0,0,0-49,,,,,,,,,,
KP Pietersen,19,19,17,1,0,15,3,0,126.66,2,v West Indies,The Oval,2007-06-29,England,0,0,0-49,,,,,,,,,,
KP Pietersen,19,19,20,1,0,17,4,0,111.76,1,v South Africa,Nottingham,2009-06-11,England,0,0,0-49,,,,,,,,,,
PD Collingwood,19,19,24,1,0,19,2,0,100.00,1,v South Africa,Nottingham,2009-06-11,England,0,0,0-49,,,,,,,,,,
RS Bopara,19,19,21,1,0,22,1,0,86.36,1,v Sri Lanka,Bristol,2011-06-25,England,0,0,0-49,,,,,,,,,,
EJG Morgan,19,19,31,1,0,18,4,0,105.55,2,v West Indies,Bridgetown,2014-03-09,England,0,0,0-49,,,,,,,,,,
JJ Roy,19,19,17,1,0,11,0,2,172.72,2,v India,Kanpur,2017-01-26,England,0,0,0-49,,,,,,,,,,
AD Mascarenhas,18*,18,25,1,1,16,1,0,112.50,2,v West Indies,The Oval,2007-06-29,England,0,0,0-49,,,,,,,,,,
EJG Morgan,18*,18,14,1,1,14,3,0,128.57,2,v Pakistan,Cardiff,2010-09-07,England,0,0,0-49,,,,,,,,,,
SCJ Broad,18*,18,27,1,1,22,1,0,81.81,1,v South Africa,Chester-le-Street,2012-09-08,England,0,0,0-49,,,,,,,,,,
GP Swann,18*,18,19,1,1,13,3,0,138.46,1,v South Africa,Chester-le-Street,2012-09-08,England,0,0,0-49,,,,,,,,,,
SCJ Broad,18*,18,24,1,1,15,1,0,120.00,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
AJ Strauss,18,18,15,1,0,16,1,0,112.50,1,v Australia,Southampton,2005-06-13,England,0,0,0-49,,,,,,,,,,
PD Collingwood,18,18,12,1,0,11,2,1,163.63,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
OA Shah,18,18,14,1,0,15,1,1,120.00,1,v West Indies,The Oval,2009-06-15,England,0,0,0-49,,,,,,,,,,
LJ Wright,18,18,13,1,0,15,1,0,120.00,2,v Australia,Melbourne,2011-01-14,England,0,0,0-49,,,,,,,,,,
C Kieswetter,18,18,30,1,0,13,2,1,138.46,2,v India,Manchester,2011-08-31,England,0,0,0-49,,,,,,,,,,
JM Bairstow,18,18,32,1,0,29,2,0,62.06,2,v West Indies,Pallekele,2012-09-27,England,0,0,0-49,,,,,,,,,,
MJ Lumb,18,18,14,1,0,15,4,0,120.00,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
JE Root,18,18,19,1,0,14,3,0,128.57,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
TT Bresnan,18,18,34,1,0,19,1,0,94.73,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
MJ Lumb,18,18,28,1,0,19,3,0,94.73,2,v West Indies,Bridgetown,2014-03-09,England,0,0,0-49,,,,,,,,,,
EJG Morgan,18,18,18,1,0,17,1,1,105.88,1,v West Indies,Bridgetown,2014-03-13,England,0,0,0-49,,,,,,,,,,
MJ Lumb,18,18,22,1,0,14,1,2,128.57,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
RS Bopara,18,18,29,1,0,20,0,0,90.00,2,v Netherlands,Chattogram,2014-03-31,England,0,0,0-49,,,,,,,,,,
LE Plunkett,18,18,21,1,0,11,2,0,163.63,2,v West Indies,Chester-le-Street,2017-09-16,England,0,0,0-49,,,,,,,,,,
SW Billings,18,18,,1,0,16,1,0,112.50,2,v West Indies,Gros Islet,2019-03-05,England,0,0,0-49,,,,,,,,,,
T Banton,18,18,12,1,0,10,2,1,180.00,2,v New Zealand,Nelson,2019-11-05,England,0,0,0-49,,,,,,,,,,
EJG Morgan,18,18,20,1,0,13,0,2,138.46,2,v New Zealand,Nelson,2019-11-05,England,0,0,0-49,,,,,,,,,,
TT Bresnan,17*,17,9,1,1,8,2,1,212.50,1,v New Zealand,Chattogram,2014-03-22,England,0,0,0-49,,,,,,,,,,
TT Bresnan,17*,17,9,1,1,4,1,2,425.00,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
KP Pietersen,17,17,18,1,0,16,1,0,106.25,2,v Sri Lanka,Southampton,2006-06-15,England,0,0,0-49,,,,,,,,,,
MJ Prior,17,17,19,1,0,17,1,1,100.00,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
A Flintoff,17,17,27,1,0,16,2,0,106.25,2,v South Africa,Cape Town,2007-09-16,England,0,0,0-49,,,,,,,,,,
KP Pietersen,17,17,22,1,0,13,3,0,130.76,1,v Pakistan,Dubai (DSC),2012-02-25,England,0,0,0-49,,,,,,,,,,
C Kieswetter,17,17,21,1,0,17,1,1,100.00,1,v Pakistan,Abu Dhabi,2012-02-27,England,0,0,0-49,,,,,,,,,,
MJ Lumb,17,17,41,1,0,23,2,0,73.91,2,v New Zealand,Hamilton,2013-02-12,England,0,0,0-49,,,,,,,,,,
JC Buttler,17,17,20,1,0,10,1,1,170.00,2,v New Zealand,The Oval,2013-06-25,England,0,0,0-49,,,,,,,,,,
AD Hales,17,17,12,1,0,7,4,0,242.85,2,v South Africa,Mumbai,2016-03-18,England,0,0,0-49,,,,,,,,,,
EJG Morgan,17,17,34,1,0,23,1,0,73.91,2,v India,Nagpur,2017-01-29,England,0,0,0-49,,,,,,,,,,
JE Root,17,17,43,1,0,19,2,0,89.47,2,v West Indies,Chester-le-Street,2017-09-16,England,0,0,0-49,,,,,,,,,,
EJG Morgan,17,17,,1,0,19,2,0,89.47,2,v India,Cardiff,2018-07-06,England,0,0,0-49,,,,,,,,,,
AD Mascarenhas,16*,16,15,1,1,12,1,0,133.33,1,v Pakistan,The Oval,2009-06-07,England,0,0,0-49,,,,,,,,,,
CJ Jordan,16*,16,19,1,1,11,0,1,145.45,1,v Australia,Hobart,2018-02-07,England,0,0,0-49,,,,,,,,,,
KP Pietersen,16,16,18,1,0,11,2,0,145.45,2,v West Indies,The Oval,2007-06-28,England,0,0,0-49,,,,,,,,,,
LJ Wright,16,16,8,1,0,9,1,1,177.77,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
PD Collingwood,16,16,31,1,0,15,1,0,106.66,2,v Pakistan,Bridgetown,2010-05-06,England,0,0,0-49,,,,,,,,,,
C Kieswetter,16,16,14,1,0,10,2,1,160.00,2,v Pakistan,Cardiff,2010-09-07,England,0,0,0-49,,,,,,,,,,
PD Collingwood,16,16,29,1,0,20,2,0,80.00,2,v Australia,Adelaide,2011-01-12,England,0,0,0-49,,,,,,,,,,
SR Patel,16,16,9,1,0,10,1,1,160.00,1,v Pakistan,Abu Dhabi,2012-02-27,England,0,0,0-49,,,,,,,,,,
AD Hales,16,16,24,1,0,13,3,0,123.07,1,v Australia,Melbourne,2014-01-31,England,0,0,0-49,,,,,,,,,,
CJ Jordan,16,16,21,1,0,14,2,0,114.28,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
AD Hales,16,16,36,1,0,16,0,1,100.00,1,v South Africa,Johannesburg,2016-02-21,England,0,0,0-49,,,,,,,,,,
JM Vince,16,16,20,1,0,14,2,0,114.28,2,v Sri Lanka,Southampton,2016-07-05,England,0,0,0-49,,,,,,,,,,
JC Buttler,16,16,22,1,0,15,2,0,106.66,1,v Pakistan,Manchester,2016-09-07,England,0,0,0-49,,,,,,,,,,
LS Livingstone,16,16,39,1,0,18,1,0,88.88,2,v South Africa,Taunton,2017-06-23,England,0,0,0-49,,,,,,,,,,
AD Mascarenhas,15*,15,9,1,1,9,2,0,166.66,2,v South Africa,Cape Town,2007-09-16,England,0,0,0-49,,,,,,,,,,
GP Swann,15*,15,15,1,1,10,2,0,150.00,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
EJG Morgan,15*,15,11,1,1,13,0,1,115.38,2,v Australia,Bridgetown,2010-05-16,England,0,0,0-49,,,,,,,,,,
TT Bresnan,15*,15,15,1,1,12,0,0,125.00,2,v Australia,Melbourne,2011-01-14,England,0,0,0-49,,,,,,,,,,
JC Buttler,15*,15,20,1,1,7,1,1,214.28,2,v India,Mumbai,2012-12-22,England,0,0,0-49,,,,,,,,,,
CR Woakes,15*,15,9,1,1,7,2,0,214.28,1,v Pakistan,Dubai (DSC),2015-11-27,England,0,0,0-49,,,,,,,,,,
AN Cook,15,15,11,1,0,16,2,0,93.75,2,v West Indies,The Oval,2007-06-28,England,0,0,0-49,,,,,,,,,,
KP Pietersen,15,15,16,1,0,14,3,0,107.14,2,v South Africa,Cape Town,2007-09-16,England,0,0,0-49,,,,,,,,,,
PD Collingwood,15,15,8,1,0,11,2,0,136.36,1,v Pakistan,The Oval,2009-06-07,England,0,0,0-49,,,,,,,,,,
C Kieswetter,15,15,12,1,0,12,1,1,125.00,2,v New Zealand,Gros Islet,2010-05-10,England,0,0,0-49,,,,,,,,,,
JM Bairstow,15,15,24,1,0,17,1,0,88.23,1,v South Africa,Chester-le-Street,2012-09-08,England,0,0,0-49,,,,,,,,,,
JC Buttler,15,15,8,1,0,7,3,0,214.28,1,v Afghanistan,Colombo (RPS),2012-09-21,England,0,0,0-49,,,,,,,,,,
EJG Morgan,15,15,14,1,0,14,0,1,107.14,1,v Pakistan,Sharjah,2015-11-30,England,0,0,0-49,,,,,,,,,,
JJ Roy,15,15,14,1,0,10,1,1,150.00,1,v South Africa,Cape Town,2016-02-19,England,0,0,0-49,,,,,,,,,,
CJ Jordan,15,15,17,1,0,15,2,0,100.00,1,v South Africa,Cape Town,2016-02-19,England,0,0,0-49,,,,,,,,,,
JJ Roy,15,15,20,1,0,15,2,0,100.00,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
BA Stokes,15,15,8,1,0,7,2,1,214.28,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
BA Stokes,15,15,16,1,0,9,1,1,166.66,2,v South Africa,Mumbai,2016-03-18,England,0,0,0-49,,,,,,,,,,
CJ Jordan,15,15,17,1,0,18,2,0,83.33,1,v Afghanistan,Delhi,2016-03-23,England,0,0,0-49,,,,,,,,,,
JC Buttler,15,15,17,1,0,10,1,1,150.00,2,v India,Nagpur,2017-01-29,England,0,0,0-49,,,,,,,,,,
EJG Morgan,15,15,,1,0,8,1,1,187.50,1,v Australia,Birmingham,2018-06-27,England,0,0,0-49,,,,,,,,,,
JJ Roy,15,15,,1,0,12,2,1,125.00,2,v India,Cardiff,2018-07-06,England,0,0,0-49,,,,,,,,,,
L Gregory,15,15,25,1,0,15,0,1,100.00,2,v New Zealand,Wellington,2019-11-03,England,0,0,0-49,,,,,,,,,,
GO Jones,14*,14,19,1,1,11,1,0,127.27,2,v Sri Lanka,Southampton,2006-06-15,England,0,0,0-49,,,,,,,,,,
JS Foster,14*,14,11,1,1,8,0,1,175.00,1,v Pakistan,The Oval,2009-06-07,England,0,0,0-49,,,,,,,,,,
RS Bopara,14*,14,14,1,1,16,1,0,87.50,2,v India,Kolkata,2011-10-29,England,0,0,0-49,,,,,,,,,,
JM Bairstow,14*,14,,1,1,8,0,2,175.00,1,v Australia,Birmingham,2018-06-27,England,0,0,0-49,,,,,,,,,,
SW Billings,14*,14,,1,1,11,2,0,127.27,2,v New Zealand,Christchurch,2019-11-01,England,0,0,0-49,,,,,,,,,,
TK Curran,14*,14,11,1,1,10,0,1,140.00,2,v New Zealand,Nelson,2019-11-05,England,0,0,0-49,,,,,,,,,,
IR Bell,14,14,21,1,0,17,2,0,82.35,1,v Pakistan,Bristol,2006-08-28,England,0,0,0-49,,,,,,,,,,
DL Maddy,14,14,8,1,0,9,2,0,155.55,1,v Zimbabwe,Cape Town,2007-09-13,England,0,0,0-49,,,,,,,,,,
OA Shah,14,14,15,1,0,13,0,1,107.69,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
PD Collingwood,14,14,17,1,0,11,2,0,127.27,1,v West Indies,Port of Spain,2009-03-15,England,0,0,0-49,,,,,,,,,,
JL Denly,14,14,12,1,0,14,2,0,100.00,2,v South Africa,Centurion,2009-11-15,England,0,0,0-49,,,,,,,,,,
MJ Lumb,14,14,19,1,0,11,3,0,127.27,1,v Ireland,Providence,2010-05-04,England,0,0,0-49,,,,,,,,,,
PD Collingwood,14,14,12,1,0,9,0,2,155.55,1,v South Africa,Bridgetown,2010-05-08,England,0,0,0-49,,,,,,,,,,
EJG Morgan,14,14,28,1,0,21,1,0,66.66,2,v Australia,Melbourne,2011-01-14,England,0,0,0-49,,,,,,,,,,
SG Borthwick,14,14,18,1,0,16,2,0,87.50,2,v West Indies,The Oval,2011-09-25,England,0,0,0-49,,,,,,,,,,
C Kieswetter,14,14,32,1,0,18,2,0,77.77,2,v Pakistan,Dubai (DSC),2012-02-23,England,0,0,0-49,,,,,,,,,,
