innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
S Luus,DNB,,,0,0,,,,,1,v ENG Women,Johannesburg,2016-02-21,South Africa Women,0,0,-,,,,,,,,,,
D Devnarain,DNB,,,0,0,,,,,1,v ENG Women,Johannesburg,2016-02-21,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v ENG Women,Johannesburg,2016-02-21,South Africa Women,0,0,-,,,,,,,,,,
MM Letsoalo,DNB,,,0,0,,,,,1,v WI Women,Durban,2016-03-04,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v WI Women,Durban,2016-03-04,South Africa Women,0,0,-,,,,,,,,,,
D Devnarain,DNB,,,0,0,,,,,1,v WI Women,Durban,2016-03-04,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
S Luus,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
Y Fourie,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
D Devnarain,DNB,,,0,0,,,,,1,v WI Women,Cape Town,2016-03-09,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,1,v AUS Women,Nagpur,2016-03-18,South Africa Women,0,0,-,,,,,,,,,,
Y Fourie,DNB,,,0,0,,,,,1,v AUS Women,Nagpur,2016-03-18,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v AUS Women,Nagpur,2016-03-18,South Africa Women,0,0,-,,,,,,,,,,
MM Letsoalo,DNB,,,0,0,,,,,1,v Ire Women,Chennai,2016-03-23,South Africa Women,0,0,-,,,,,,,,,,
S Luus,DNB,,,0,0,,,,,1,v Ire Women,Chennai,2016-03-23,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v Ire Women,Chennai,2016-03-23,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v Ire Women,Chennai,2016-03-23,South Africa Women,0,0,-,,,,,,,,,,
MM Letsoalo,DNB,,,0,0,,,,,2,v SL Women,Bengaluru,2016-03-28,South Africa Women,0,0,-,,,,,,,,,,
Y Fourie,DNB,,,0,0,,,,,2,v SL Women,Bengaluru,2016-03-28,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2016-08-01,South Africa Women,0,0,-,,,,,,,,,,
MM Letsoalo,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2016-08-01,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2016-08-01,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,1,v India Women,Potchefstroom,2018-02-13,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v India Women,Potchefstroom,2018-02-13,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v India Women,Potchefstroom,2018-02-13,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,1,v India Women,Potchefstroom,2018-02-13,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v India Women,Potchefstroom,2018-02-13,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v India Women,East London,2018-02-16,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v India Women,East London,2018-02-16,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v India Women,Johannesburg,2018-02-18,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v India Women,Johannesburg,2018-02-18,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v India Women,Johannesburg,2018-02-18,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,2,v India Women,Johannesburg,2018-02-18,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
N de Klerk,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v India Women,Centurion,2018-02-21,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v Bdesh Wmn,Kimberley,2018-05-17,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,1,v Bdesh Wmn,Kimberley,2018-05-17,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v Bdesh Wmn,Kimberley,2018-05-17,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-19,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-19,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-19,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-19,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-19,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-20,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-20,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-20,South Africa Women,0,0,-,,,,,,,,,,
A Khaka,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-20,South Africa Women,0,0,-,,,,,,,,,,
S Lackay,DNB,,,0,0,,,,,1,v Bdesh Wmn,Bloemfontein,2018-05-20,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,2,v NZ Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v NZ Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,2,v NZ Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-20,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-23,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-23,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-23,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-23,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,2,v ENG Women,Taunton,2018-06-23,South Africa Women,0,0,-,,,,,,,,,,
R Ntozakhe,DNB,,,0,0,,,,,1,v NZ Women,Bristol,2018-06-28,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v NZ Women,Bristol,2018-06-28,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,1,v NZ Women,Bristol,2018-06-28,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v WI Women,Bridgetown,2018-09-24,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,2,v WI Women,Bridgetown,2018-09-24,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v WI Women,Bridgetown,2018-09-24,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,1,v WI Women,Tarouba,2018-09-28,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,1,v WI Women,Tarouba,2018-09-28,South Africa Women,0,0,-,,,,,,,,,,
M du Preez,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
M Kapp,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
F Tunnicliffe,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
S Smith,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-04,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-06,South Africa Women,0,0,-,,,,,,,,,,
Z Mali,DNB,,,0,0,,,,,2,v WI Women,Tarouba,2018-10-06,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
CL Tryon,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
S Luus,DNB,,,0,0,,,,,2,v SL Women,Gros Islet,2018-11-12,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
N de Klerk,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
F Tunnicliffe,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
S Smith,DNB,,,0,0,,,,,2,v SL Women,Cape Town,2019-02-01,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v SL Women,Johannesburg,2019-02-03,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v SL Women,Centurion,2019-02-06,South Africa Women,0,0,-,,,,,,,,,,
S Smith,DNB,,,0,0,,,,,1,v SL Women,Centurion,2019-02-06,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,1,v SL Women,Centurion,2019-02-06,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v SL Women,Centurion,2019-02-06,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,1,v PAK Women,Pretoria,2019-05-15,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,1,v PAK Women,Pretoria,2019-05-15,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
S Luus,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
S Jafta,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
M du Preez,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v PAK Women,Pietermaritzburg,2019-05-18,South Africa Women,0,0,-,,,,,,,,,,
M du Preez,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
S Jafta,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
N Shangase,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,1,v PAK Women,Pietermaritzburg,2019-05-19,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-22,South Africa Women,0,0,-,,,,,,,,,,
N Shangase,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-22,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-22,South Africa Women,0,0,-,,,,,,,,,,
M Klaas,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
S Luus,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
CL Tryon,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
S Jafta,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
M du Preez,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
M Daniels,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
S Ismail,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
TS Sekhukhune,DNB,,,0,0,,,,,2,v PAK Women,Benoni,2019-05-23,South Africa Women,0,0,-,,,,,,,,,,
DJS Dottin,112*,112,40,1,1,45,7,9,248.88,1,v SA Women,Basseterre,2010-05-05,West Indies Women,0,1,100-149,,,,,,,,,,
DJS Dottin,112,112,67,1,0,67,9,5,167.16,1,v SL Women,Coolidge,2017-10-22,West Indies Women,0,1,100-149,,,,,,,,,,
HK Matthews,107*,107,78,1,1,62,7,9,172.58,1,v Ire Women,Dublin,2019-05-29,West Indies Women,0,1,100-149,,,,,,,,,,
DJS Dottin,90*,90,,1,1,60,8,4,150.00,1,v PAK Women,Karachi,2019-01-31,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,90,90,81,1,0,49,12,2,183.67,1,v Ire Women,Dublin,2008-06-27,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,90,90,64,1,0,51,12,3,176.47,2,v India Women,Vijayawada,2016-11-18,West Indies Women,1,0,50-99,,,,,,,,,,
SACA King,81,81,57,1,0,47,12,0,172.34,1,v Neth Women,Potchefstroom (Uni),2010-10-16,West Indies Women,1,0,50-99,,,,,,,,,,
SACA King,79*,79,,1,1,57,7,1,138.59,1,v Neth Women,Deventer,2008-07-06,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,78,78,,1,0,58,11,1,134.48,1,v AUS Women,Melbourne,2014-11-07,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,75,75,,1,0,46,7,4,163.04,1,v SL Women,Colombo (RPS),2013-03-05,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,75,75,64,1,0,53,11,1,141.50,1,v Ire Women,Dublin,2019-05-26,West Indies Women,1,0,50-99,,,,,,,,,,
HK Matthews,70,70,67,1,0,52,8,3,134.61,1,v SA Women,Tarouba,2018-10-06,West Indies Women,1,0,50-99,,,,,,,,,,
HK Matthews,66,66,59,1,0,45,6,3,146.66,2,v AUS Women,Kolkata,2016-04-03,West Indies Women,1,0,50-99,,,,,,,,,,
CN Nation,63*,63,62,1,1,46,6,2,136.95,1,v Ire Women,Dublin,2019-05-29,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,63,63,56,1,0,53,7,1,118.86,1,v SA Women,Johannesburg,2016-03-06,West Indies Women,1,0,50-99,,,,,,,,,,
TD Smartt,62,62,69,1,0,42,4,0,147.61,1,v Neth Women,Potchefstroom (Uni),2010-10-16,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,62,62,69,1,0,49,6,1,126.53,1,v SL Women,Bridgetown,2012-05-02,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,62,62,50,1,0,34,3,5,182.35,2,v ENG Women,Arundel,2012-09-16,West Indies Women,1,0,50-99,,,,,,,,,,
HK Matthews,62,62,,1,0,36,8,2,172.22,1,v SL Women,Gros Islet,2018-11-16,West Indies Women,1,0,50-99,,,,,,,,,,
PY Lavine,61,61,73,1,0,49,5,2,124.48,1,v ENG Women,Basseterre,2009-11-12,West Indies Women,1,0,50-99,,,,,,,,,,
B Cooper,61,61,60,1,0,48,5,2,127.08,1,v NZ Women,Mumbai,2016-03-31,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,59*,59,,1,1,49,8,0,120.40,2,v SL Women,Colombo (RPS),2015-05-25,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,59,59,72,1,0,57,6,0,103.50,2,v AUS Women,Kolkata,2016-04-03,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,58*,58,67,1,1,56,6,0,103.57,2,v NZ Women,Taunton,2009-06-13,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,58*,58,78,1,1,54,4,2,107.40,2,v AUS Women,Basseterre,2010-05-09,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,58*,58,68,1,1,42,6,2,138.09,2,v NZ Women,Galle,2012-09-26,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,58,58,88,1,0,50,6,1,116.00,1,v SL Women,Cayon,2010-04-24,West Indies Women,1,0,50-99,,,,,,,,,,
NY McLean,57*,57,80,1,1,61,5,2,93.44,1,v SA Women,Tarouba,2018-10-04,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,57,57,54,1,0,51,7,2,111.76,1,v India Women,Sylhet,2014-04-01,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,56*,56,55,1,1,45,7,0,124.44,2,v SL Women,Sylhet,2014-03-28,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,56,56,62,1,0,45,3,2,124.44,1,v ENG Women,Sylhet,2014-03-24,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,54*,54,,1,1,45,5,1,120.00,2,v SL Women,Cayon,2010-04-23,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,54*,54,,1,1,52,6,0,103.84,2,v India Women,North Sound,2012-02-18,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,54,54,69,1,0,46,3,3,117.39,2,v NZ Women,Kingstown,2014-09-27,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,53,53,35,1,0,25,9,1,212.00,1,v AUS Women,Taunton,2009-06-14,West Indies Women,1,0,50-99,,,,,,,,,,
HK Matthews,53,53,33,1,0,31,10,0,170.96,2,v NZ Women,Mount Maunganui,2018-03-14,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,52*,52,50,1,1,36,4,1,144.44,1,v SL Women,Port of Spain,2012-05-09,West Indies Women,1,0,50-99,,,,,,,,,,
SACA King,52,52,47,1,0,34,3,5,152.94,1,v Ire Women,Dublin,2008-06-27,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,52,52,53,1,0,36,6,2,144.44,1,v SA Women,Paarl,2009-10-28,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,52,52,51,1,0,50,3,2,104.00,1,v NZ Women,Bridgetown,2013-10-14,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,52,52,,1,0,54,4,1,96.29,1,v AUS Women,Sydney,2014-11-02,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,51*,51,67,1,1,47,5,0,108.51,2,v ENG Women,Bridgetown,2013-10-26,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,51*,51,62,1,1,31,3,3,164.51,2,v NZ Women,Mount Maunganui,2018-03-14,West Indies Women,1,0,50-99,,,,,,,,,,
DJS Dottin,51,51,,1,0,45,7,0,113.33,2,v SL Women,Colombo (RPS),2015-05-25,West Indies Women,1,0,50-99,,,,,,,,,,
Kycia A Knight,50*,50,77,1,1,67,5,0,74.62,2,v PAK Women,Loughborough,2012-09-05,West Indies Women,1,0,50-99,,,,,,,,,,
CN Nation,50*,50,,1,1,35,4,2,142.85,1,v PAK Women,Karachi,2019-01-31,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,50,50,78,1,0,52,6,0,96.15,1,v SA Women,Taunton,2009-06-11,West Indies Women,1,0,50-99,,,,,,,,,,
SR Taylor,50,50,,1,0,50,0,1,100.00,2,v SL Women,Cayon,2010-04-21,West Indies Women,1,0,50-99,,,,,,,,,,
Kycia A Knight,49,49,,1,0,48,3,0,102.08,1,v PAK Women,St George's,2015-11-01,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,49,49,56,1,0,41,4,1,119.51,1,v SL Women,Coolidge,2017-10-21,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,49,49,,1,0,35,8,0,140.00,1,v SL Women,Gros Islet,2018-11-16,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,48*,48,,1,1,48,3,0,100.00,1,v PAK Women,Providence,2011-09-10,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,48*,48,,1,1,30,3,3,160.00,2,v SA Women,Gros Islet,2013-01-19,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,48*,48,,1,1,43,2,1,111.62,2,v PAK Women,St George's,2015-10-31,West Indies Women,0,0,0-49,,,,,,,,,,
SF Daley,48,48,35,1,0,28,4,1,171.42,1,v SL Women,Bridgetown,2012-05-01,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,47,47,67,1,0,45,5,0,104.44,1,v India Women,Mohali,2016-03-27,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,47,47,78,1,0,46,4,0,102.17,1,v India Women,Vijayawada,2016-11-20,West Indies Women,0,0,0-49,,,,,,,,,,
HK Matthews,47,47,28,1,0,22,7,1,213.63,1,v India Women,Vijayawada,2016-11-22,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,46*,46,43,1,1,35,4,1,131.42,2,v ENG Women,Bridgetown,2013-10-26,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,46,46,,1,0,52,1,4,88.46,2,v ENG Women,Gros Islet,2018-11-18,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,46,46,,1,0,29,3,4,158.62,2,v PAK Women,Karachi,2019-02-03,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,45,45,46,1,0,40,5,0,112.50,1,v India Women,Mohali,2016-03-27,West Indies Women,0,0,0-49,,,,,,,,,,
SA Campbelle,45,45,,1,0,42,4,1,107.14,2,v ENG Women,Gros Islet,2018-11-18,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,44*,44,77,1,1,55,3,0,80.00,1,v India Women,Vijayawada,2016-11-22,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,44*,44,78,1,1,51,3,2,86.27,1,v AUS Women,Bridgetown,2019-09-14,West Indies Women,0,0,0-49,,,,,,,,,,
JB Nero,44,44,39,1,0,45,7,0,97.77,1,v India Women,Ahmedabad,2011-01-23,West Indies Women,0,0,0-49,,,,,,,,,,
DJS Dottin,43,43,,1,0,33,2,3,130.30,1,v SL Women,Colombo (RPS),2013-03-08,West Indies Women,0,0,0-49,,,,,,,,,,
Kycia A Knight,43,43,43,1,0,42,3,2,102.38,1,v ENG Women,Sylhet,2014-03-24,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,43,43,,1,0,48,2,0,89.58,1,v NZ Women,Kingstown,2014-09-23,West Indies Women,0,0,0-49,,,,,,,,,,
SACA King,43,43,51,1,0,34,7,0,126.47,2,v ENG Women,Northampton,2019-06-21,West Indies Women,0,0,0-49,,,,,,,,,,
NY McLean,42*,42,69,1,1,46,2,2,91.30,2,v SA Women,Tarouba,2018-09-28,West Indies Women,0,0,0-49,,,,,,,,,,
SR Taylor,42,42,,1,0,36,5,1,116.66,1,v NZ Women,Hamilton,2018-03-25,West Indies Women,0,0,0-49,,,,,,,,,,
CP Jack,41,41,52,1,0,43,5,0,95.34,1,v SA Women,Cape Town,2009-10-26,West Indies Women,0,0,0-49,,,,,,,,,,
HK Matthews,41,41,49,1,0,42,4,0,97.61,1,v Bdesh Wmn,Chennai,2016-03-20,West Indies Women,0,0,0-49,,,,,,,,,,
