innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
KA Heffernan,,,,,,,,,,2,v WI Women,Mount Maunganui,2018-03-16,New Zealand Women,,,,4.0,1,0,14,1,1,0,0,0-4,3.50
SFM Devine,,,,,,,,,,2,v AUS Women,Canberra,2018-10-05,New Zealand Women,,,,3.0,1,0,14,1,1,0,0,0-4,4.66
KL Pulford,,,,,,,,,,2,v AUS Women,Brisbane,2009-06-01,New Zealand Women,,,,3.0,1,0,15,1,1,0,0,0-4,5.00
AL Watkins,,,,,,,,,,2,v AUS Women,Brisbane,2009-06-01,New Zealand Women,,,,4.0,1,0,15,1,1,0,0,0-4,3.75
EM Bermingham,,,,,,,,,,1,v AUS Women,Hobart,2010-02-22,New Zealand Women,,,,2.0,1,0,15,1,1,0,0,0-4,7.50
KL Pulford,,,,,,,,,,2,v AUS Women,Christchurch,2010-02-28,New Zealand Women,,,,4.0,1,0,15,1,1,0,0,0-4,3.75
KE Ebrahim,,,,,,,,,,1,v AUS Women,Bridgetown,2010-05-16,New Zealand Women,,,,2.0,1,0,15,1,1,0,0,0-4,7.50
MJG Nielsen,,,,,,,,,,1,v ENG Women,Hamilton,2012-02-19,New Zealand Women,,,,2.0,1,0,15,1,1,0,0,0-4,7.50
LMM Tahuhu,,,,,,,,,,1,v ENG Women,Auckland,2012-02-22,New Zealand Women,,,,3.0,1,0,15,1,1,0,0,0-4,5.00
MJG Nielsen,,,,,,,,,,2,v SA Women,Sylhet,2014-03-31,New Zealand Women,,,,4.0,1,0,15,1,1,0,0,0-4,3.75
LM Kasperek,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-12,New Zealand Women,,,,3.0,1,0,15,1,1,0,0,0-4,5.00
LR Doolan,,,,,,,,,,1,v AUS Women,Lincoln,2008-03-06,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
KL Pulford,,,,,,,,,,1,v SA Women,Taunton,2009-06-15,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
LR Doolan,,,,,,,,,,2,v SL Women,Basseterre,2010-05-08,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
NJ Browne,,,,,,,,,,2,v ENG Women,Hove,2010-07-02,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
EM Bermingham,,,,,,,,,,2,v AUS Women,Nelson,2010-12-30,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
SW Bates,,,,,,,,,,2,v ENG Women,Bridgetown,2013-10-16,New Zealand Women,,,,2.1,1,0,16,1,1,0,0,0-4,7.38
HNK Jensen,,,,,,,,,,2,v PAK Women,Sylhet,2014-03-27,New Zealand Women,,,,3.0,1,0,16,1,1,0,0,0-4,5.33
EM Bermingham,,,,,,,,,,1,v ENG Women,Whangarei,2015-02-20,New Zealand Women,,,,4.0,1,1,16,1,1,0,0,0-4,4.00
SW Bates,,,,,,,,,,1,v AUS Women,Wellington,2016-02-28,New Zealand Women,,,,3.0,1,0,16,1,1,0,0,0-4,5.33
MJG Nielsen,,,,,,,,,,1,v SA Women,Bengaluru,2016-03-26,New Zealand Women,,,,4.0,1,0,16,1,1,0,0,0-4,4.00
LMM Tahuhu,,,,,,,,,,2,v WI Women,Mount Maunganui,2018-03-16,New Zealand Women,,,,3.0,1,0,16,1,1,0,0,0-4,5.33
AM Peterson,,,,,,,,,,1,v SA Women,Bristol,2018-06-28,New Zealand Women,,,,2.0,1,0,16,1,1,0,0,0-4,8.00
SFM Devine,,,,,,,,,,1,v India Women,Auckland,2019-02-08,New Zealand Women,,,,2.0,1,0,16,1,1,0,0,0-4,8.00
SE Charteris,,,,,,,,,,2,v SA Women,Taunton,2007-08-10,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
HM Watson,,,,,,,,,,1,v AUS Women,Lincoln,2008-03-06,New Zealand Women,,,,4.0,1,1,17,1,1,0,0,0-4,4.25
SFM Devine,,,,,,,,,,2,v AUS Women,Sydney,2009-02-15,New Zealand Women,,,,3.0,1,0,17,1,1,0,0,0-4,5.66
SFM Devine,,,,,,,,,,2,v India Women,Nottingham,2009-06-18,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
KL Pulford,,,,,,,,,,2,v India Women,Nottingham,2009-06-18,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
SEA Ruck,,,,,,,,,,2,v ENG Women,Lord's,2009-06-21,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
SEA Ruck,,,,,,,,,,2,v ENG Women,Chelmsford,2011-06-23,New Zealand Women,,,,4.0,1,1,17,1,1,0,0,0-4,4.25
NJ Browne,,,,,,,,,,1,v SL Women,Galle,2012-09-30,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
MJG Nielsen,,,,,,,,,,2,v PAK Women,Sylhet,2014-03-27,New Zealand Women,,,,4.0,1,0,17,1,1,0,0,0-4,4.25
SFM Devine,,,,,,,,,,2,v SL Women,Christchurch,2015-11-15,New Zealand Women,,,,3.0,1,0,17,1,1,0,0,0-4,5.66
SFM Devine,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-08,New Zealand Women,,,,3.0,1,0,17,1,1,0,0,0-4,5.66
SFM Devine,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-12,New Zealand Women,,,,2.0,1,0,17,1,1,0,0,0-4,8.50
SW Bates,,,,,,,,,,2,v ENG Women,Chelmsford,2018-07-01,New Zealand Women,,,,2.0,1,0,17,1,1,0,0,0-4,8.50
SEA Ruck,,,,,,,,,,1,v SA Women,Taunton,2009-06-15,New Zealand Women,,,,2.0,1,0,18,1,1,0,0,0-4,9.00
NJ Browne,,,,,,,,,,2,v ENG Women,Lord's,2009-06-21,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
KL Pulford,,,,,,,,,,2,v AUS Women,Hobart,2010-02-23,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
SM Bullen,,,,,,,,,,2,v AUS Women,Hobart,2010-02-23,New Zealand Women,,,,2.0,1,0,18,1,1,0,0,0-4,9.00
SEA Ruck,,,,,,,,,,1,v AUS Women,Bridgetown,2010-05-16,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
SEA Ruck,,,,,,,,,,2,v AUS Women,Invercargill,2011-02-18,New Zealand Women,,,,2.0,1,0,18,1,1,0,0,0-4,9.00
SFM Devine,,,,,,,,,,2,v WI Women,Galle,2012-09-26,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
MJG Nielsen,,,,,,,,,,2,v SA Women,Galle,2012-09-28,New Zealand Women,,,,2.0,1,0,18,1,1,0,0,0-4,9.00
EM Bermingham,,,,,,,,,,2,v ENG Women,Colombo (RPS),2012-10-04,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
FL Mackay,,,,,,,,,,2,v WI Women,Invercargill,2014-03-01,New Zealand Women,,,,4.0,1,0,18,1,1,0,0,0-4,4.50
NJ Browne,,,,,,,,,,1,v WI Women,Mount Maunganui,2014-03-08,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
SW Bates,,,,,,,,,,2,v PAK Women,Sylhet,2014-03-27,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
LMM Tahuhu,,,,,,,,,,2,v WI Women,Kingstown,2014-09-27,New Zealand Women,,,,4.0,1,0,18,1,1,0,0,0-4,4.50
SFM Devine,,,,,,,,,,1,v India Women,Bengaluru,2015-07-11,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
LMM Tahuhu,,,,,,,,,,2,v PAK Women,Providence,2018-11-15,New Zealand Women,,,,3.0,1,0,18,1,1,0,0,0-4,6.00
NJ Browne,,,,,,,,,,2,v AUS Women,Brisbane,2006-10-18,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
SEA Ruck,,,,,,,,,,2,v AUS Women,Hobart,2010-02-21,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
NJ Browne,,,,,,,,,,2,v AUS Women,Christchurch,2010-02-28,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
NJ Browne,,,,,,,,,,1,v ENG Women,Chelmsford,2010-06-29,New Zealand Women,,,,3.0,1,0,19,1,1,0,0,0-4,6.33
LR Doolan,,,,,,,,,,1,v AUS Women,Sydney,2012-01-21,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
AE Satterthwaite,,,,,,,,,,1,v AUS Women,Sydney,2012-02-01,New Zealand Women,,,,3.0,1,0,19,1,1,0,0,0-4,6.33
LMM Tahuhu,,,,,,,,,,1,v ENG Women,Hamilton,2012-02-19,New Zealand Women,,,,2.0,1,0,19,1,1,0,0,0-4,9.50
MJG Nielsen,,,,,,,,,,2,v WI Women,Invercargill,2014-03-01,New Zealand Women,,,,3.0,1,0,19,1,1,0,0,0-4,6.33
MJG Nielsen,,,,,,,,,,2,v WI Women,Mount Maunganui (2),2014-03-09,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
SFM Devine,,,,,,,,,,2,v Ire Women,Mohali,2016-03-18,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
LMM Tahuhu,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-08,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
AC Kerr,,,,,,,,,,2,v WI Women,New Plymouth,2018-03-20,New Zealand Women,,,,4.0,1,0,19,1,1,0,0,0-4,4.75
AM Peterson,,,,,,,,,,1,v Ire Women,Dublin,2018-06-06,New Zealand Women,,,,2.0,1,0,19,1,1,0,0,0-4,9.50
SW Bates,,,,,,,,,,2,v SA Women,Taunton,2007-08-10,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
SFM Devine,,,,,,,,,,1,v AUS Women,Lincoln,2008-03-06,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
SW Bates,,,,,,,,,,2,v India Women,Nottingham,2009-06-18,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
KL Pulford,,,,,,,,,,2,v ENG Women,Lord's,2009-06-21,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
NJ Browne,,,,,,,,,,2,v SL Women,Basseterre,2010-05-08,New Zealand Women,,,,3.0,1,0,20,1,1,0,0,0-4,6.66
LMM Tahuhu,,,,,,,,,,2,v India Women,Bristol,2011-06-25,New Zealand Women,,,,3.0,1,0,20,1,1,0,0,0-4,6.66
FC Leydon-Davis,,,,,,,,,,2,v WI Women,Invercargill,2014-03-05,New Zealand Women,,,,3.0,1,0,20,1,1,0,0,0-4,6.66
SW Bates,,,,,,,,,,2,v Ire Women,Sylhet,2014-03-25,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
MJG Nielsen,,,,,,,,,,2,v WI Women,Kingstown,2014-09-25,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
LMM Tahuhu,,,,,,,,,,1,v SL Women,Delhi,2016-03-15,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
HR Huddleston,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-09,New Zealand Women,,,,4.0,1,0,20,1,1,0,0,0-4,5.00
LM Kasperek,,,,,,,,,,1,v India Women,Auckland,2019-02-08,New Zealand Women,,,,3.0,1,0,20,1,1,0,0,0-4,6.66
HM Watson,,,,,,,,,,2,v ENG Women,Bath,2007-08-13,New Zealand Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
SK Burke,,,,,,,,,,2,v ENG Women,Taunton,2007-08-16,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
SW Bates,,,,,,,,,,2,v ENG Women,Taunton,2007-08-16,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
KL Pulford,,,,,,,,,,1,v AUS Women,Taunton,2009-06-12,New Zealand Women,,,,4.0,1,1,21,1,1,0,0,0-4,5.25
LR Doolan,,,,,,,,,,2,v India Women,Bristol,2011-06-25,New Zealand Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
SW Bates,,,,,,,,,,2,v AUS Women,Sylhet,2014-03-23,New Zealand Women,,,,2.0,1,0,21,1,1,0,0,0-4,10.50
GA Guy,,,,,,,,,,2,v ENG Women,Whangarei,2015-02-19,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
GA Guy,,,,,,,,,,1,v ENG Women,Whangarei,2015-02-20,New Zealand Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
EM Bermingham,,,,,,,,,,2,v SL Women,Nelson,2015-11-20,New Zealand Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
HM Rowe,,,,,,,,,,1,v SL Women,Nelson,2015-11-22,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
LMM Tahuhu,,,,,,,,,,1,v AUS Women,Wellington,2016-02-28,New Zealand Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
AE Satterthwaite,,,,,,,,,,1,v AUS Women,New Plymouth,2016-03-04,New Zealand Women,,,,2.0,1,0,21,1,1,0,0,0-4,10.50
KE Ebrahim,,,,,,,,,,1,v Ire Women,Dublin,2018-06-06,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
SFM Devine,,,,,,,,,,2,v SA Women,Taunton,2018-06-20,New Zealand Women,,,,3.0,1,0,21,1,1,0,0,0-4,7.00
HM Rowe,,,,,,,,,,1,v AUS Women,Providence,2018-11-13,New Zealand Women,,,,2.0,1,0,21,1,1,0,0,0-4,10.50
KL Pulford,,,,,,,,,,1,v AUS Women,Brisbane,2009-06-03,New Zealand Women,,,,4.0,1,0,22,1,1,0,0,0-4,5.50
EM Bermingham,,,,,,,,,,1,v AUS Women,Invercargill,2011-02-20,New Zealand Women,,,,4.0,1,0,22,1,1,0,0,0-4,5.50
FL Mackay,,,,,,,,,,1,v AUS Women,Melbourne,2013-01-24,New Zealand Women,,,,3.0,1,0,22,1,1,0,0,0-4,7.33
LR Doolan,,,,,,,,,,1,v AUS Women,Melbourne,2013-01-24,New Zealand Women,,,,3.0,1,0,22,1,1,0,0,0-4,7.33
LMM Tahuhu,,,,,,,,,,1,v AUS Women,Melbourne,2017-02-17,New Zealand Women,,,,4.0,1,0,22,1,1,0,0,0-4,5.50
HNK Jensen,,,,,,,,,,1,v ENG Women,Taunton,2018-06-23,New Zealand Women,,,,3.0,1,0,22,1,1,0,0,0-4,7.33
SFM Devine,,,,,,,,,,1,v India Women,Providence,2018-11-09,New Zealand Women,,,,3.0,1,0,22,1,1,0,0,0-4,7.33
LM Kasperek,,,,,,,,,,2,v PAK Women,Providence,2018-11-15,New Zealand Women,,,,4.0,1,0,22,1,1,0,0,0-4,5.50
LR Doolan,,,,,,,,,,1,v AUS Women,Taunton,2009-06-12,New Zealand Women,,,,4.0,1,1,23,1,1,0,0,0-4,5.75
SW Bates,,,,,,,,,,1,v AUS Women,Taunton,2009-06-12,New Zealand Women,,,,2.0,1,0,23,1,1,0,0,0-4,11.50
AL Watkins,,,,,,,,,,2,v AUS Women,Hobart,2010-02-21,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
AL Watkins,,,,,,,,,,2,v India Women,Basseterre,2010-05-06,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
LR Doolan,,,,,,,,,,1,v AUS Women,Bridgetown,2010-05-16,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
EM Bermingham,,,,,,,,,,2,v AUS Women,Invercargill,2011-02-18,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
LR Doolan,,,,,,,,,,2,v India Women,Aldershot,2011-06-27,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
MJG Nielsen,,,,,,,,,,1,v AUS Women,Sydney,2012-01-22,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
LMM Tahuhu,,,,,,,,,,1,v AUS Women,Melbourne,2013-01-24,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
FL Mackay,,,,,,,,,,2,v AUS Women,Sylhet,2014-03-23,New Zealand Women,,,,3.3,1,0,23,1,1,0,0,0-4,6.57
KE Ebrahim,,,,,,,,,,1,v India Women,Bengaluru,2015-07-13,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
SFM Devine,,,,,,,,,,2,v SL Women,Nelson,2015-11-20,New Zealand Women,,,,4.0,1,0,23,1,1,0,0,0-4,5.75
SFM Devine,,,,,,,,,,1,v WI Women,Hamilton,2018-03-25,New Zealand Women,,,,3.0,1,0,23,1,1,0,0,0-4,7.66
AC Kerr,,,,,,,,,,2,v AUS Women,Brisbane,2018-10-01,New Zealand Women,,,,2.5,1,0,23,1,1,0,0,0-4,8.11
KE Ebrahim,,,,,,,,,,2,v ENG Women,Hove,2010-07-02,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
EM Bermingham,,,,,,,,,,2,v AUS Women,Invercargill,2011-02-19,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
AL Watkins,,,,,,,,,,2,v AUS Women,Invercargill,2011-02-19,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
NJ Browne,,,,,,,,,,1,v AUS Women,Invercargill,2011-02-20,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
SW Bates,,,,,,,,,,2,v India Women,Aldershot,2011-06-27,New Zealand Women,,,,3.5,1,0,24,1,1,0,0,0-4,6.26
SW Bates,,,,,,,,,,1,v AUS Women,Melbourne,2012-02-03,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
FL Mackay,,,,,,,,,,2,v AUS Women,Melbourne,2013-01-22,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
FL Mackay,,,,,,,,,,1,v WI Women,Mount Maunganui,2014-03-08,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
SW Bates,,,,,,,,,,2,v SA Women,Sylhet,2014-03-31,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
FC Leydon-Davis,,,,,,,,,,1,v SL Women,Sylhet,2014-04-02,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
SFM Devine,,,,,,,,,,2,v WI Women,Kingstown,2014-09-25,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
AE Satterthwaite,,,,,,,,,,1,v SL Women,Delhi,2016-03-15,New Zealand Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
AE Satterthwaite,,,,,,,,,,1,v AUS Women,Nagpur,2016-03-21,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
LM Kasperek,,,,,,,,,,2,v SA Women,Taunton,2018-06-20,New Zealand Women,,,,3.0,1,0,24,1,1,0,0,0-4,8.00
SFM Devine,,,,,,,,,,2,v India Women,Wellington,2019-02-06,New Zealand Women,,,,3.1,1,0,24,1,1,0,0,0-4,7.57
SK Burke,,,,,,,,,,2,v ENG Women,Hove,2004-08-05,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
NJ Browne,,,,,,,,,,1,v AUS Women,Hobart,2010-02-22,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
MJG Nielsen,,,,,,,,,,2,v India Women,Bengaluru,2015-07-15,New Zealand Women,,,,3.0,1,0,25,1,1,0,0,0-4,8.33
EM Bermingham,,,,,,,,,,1,v AUS Women,New Plymouth,2016-03-04,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
SFM Devine,,,,,,,,,,1,v AUS Women,Nagpur,2016-03-21,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
SW Bates,,,,,,,,,,1,v AUS Women,Melbourne,2017-02-17,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
AC Kerr,,,,,,,,,,2,v ENG Women,Bristol,2018-06-28,New Zealand Women,,,,4.0,1,0,25,1,1,0,0,0-4,6.25
LR Doolan,,,,,,,,,,1,v ENG Women,Chelmsford,2010-06-29,New Zealand Women,,,,4.0,1,0,26,1,1,0,0,0-4,6.50
LMM Tahuhu,,,,,,,,,,1,v AUS Women,Melbourne,2012-02-03,New Zealand Women,,,,4.0,1,0,26,1,1,0,0,0-4,6.50
FL Mackay,,,,,,,,,,2,v Ire Women,Sylhet,2014-03-25,New Zealand Women,,,,4.0,1,1,26,1,1,0,0,0-4,6.50
SFM Devine,,,,,,,,,,2,v AUS Women,Brisbane,2018-10-01,New Zealand Women,,,,4.0,1,1,26,1,1,0,0,0-4,6.50
AC Kerr,,,,,,,,,,2,v India Women,Hamilton,2019-02-10,New Zealand Women,,,,4.0,1,0,26,1,1,0,0,0-4,6.50
SFM Devine,,,,,,,,,,2,v AUS Women,Brisbane,2006-10-18,New Zealand Women,,,,4.0,1,0,27,1,1,0,0,0-4,6.75
SW Bates,,,,,,,,,,2,v India Women,Basseterre,2010-05-06,New Zealand Women,,,,3.0,1,0,27,1,1,0,0,0-4,9.00
HNK Jensen,,,,,,,,,,2,v AUS Women,Sylhet,2014-03-23,New Zealand Women,,,,4.0,1,0,27,1,1,0,0,0-4,6.75
LM Kasperek,,,,,,,,,,2,v PAK Women,Sharjah,2017-11-09,New Zealand Women,,,,4.0,1,0,27,1,1,0,0,0-4,6.75
LE Milliken,,,,,,,,,,2,v AUS Women,Brisbane,2006-10-18,New Zealand Women,,,,4.0,1,0,28,1,1,0,0,0-4,7.00
FL Mackay,,,,,,,,,,1,v ENG Women,Hamilton,2012-02-19,New Zealand Women,,,,4.0,1,0,28,1,1,0,0,0-4,7.00
RH Candy,,,,,,,,,,1,v ENG Women,Bridgetown,2013-10-22,New Zealand Women,,,,4.0,1,1,28,1,1,0,0,0-4,7.00
SW Bates,,,,,,,,,,1,v AUS Women,New Plymouth,2016-03-04,New Zealand Women,,,,4.0,1,0,28,1,1,0,0,0-4,7.00
LMM Tahuhu,,,,,,,,,,2,v AUS Women,Brisbane,2018-10-01,New Zealand Women,,,,4.0,1,0,28,1,1,0,0,0-4,7.00
LM Kasperek,,,,,,,,,,1,v India Women,Providence,2018-11-09,New Zealand Women,,,,4.0,1,0,28,1,1,0,0,0-4,7.00
FL Mackay,,,,,,,,,,1,v SL Women,Sylhet,2014-04-02,New Zealand Women,,,,4.0,1,0,29,1,1,0,0,0-4,7.25
SFM Devine,,,,,,,,,,1,v AUS Women,Darwin,2007-07-19,New Zealand Women,,,,4.0,1,0,30,1,1,0,0,0-4,7.50
FL Mackay,,,,,,,,,,1,v ENG Women,Auckland,2012-02-22,New Zealand Women,,,,4.0,1,0,30,1,1,0,0,0-4,7.50
FL Mackay,,,,,,,,,,2,v SA Women,Galle,2012-09-28,New Zealand Women,,,,4.0,1,0,31,1,1,0,0,0-4,7.75
EM Bermingham,,,,,,,,,,1,v ENG Women,Bridgetown,2013-10-22,New Zealand Women,,,,4.0,1,0,31,1,1,0,0,0-4,7.75
SFM Devine,,,,,,,,,,1,v SL Women,Sylhet,2014-04-02,New Zealand Women,,,,4.0,1,0,31,1,1,0,0,0-4,7.75
RA Mair,,,,,,,,,,2,v India Women,Wellington,2019-02-06,New Zealand Women,,,,3.0,1,0,31,1,1,0,0,0-4,10.33
AC Kerr,,,,,,,,,,1,v India Women,Auckland,2019-02-08,New Zealand Women,,,,4.0,1,0,31,1,1,0,0,0-4,7.75
AE Satterthwaite,,,,,,,,,,1,v ENG Women,Hamilton,2012-02-19,New Zealand Women,,,,4.0,1,0,32,1,1,0,0,0-4,8.00
LR Doolan,,,,,,,,,,2,v ENG Women,Southampton,2010-07-01,New Zealand Women,,,,4.0,1,0,33,1,1,0,0,0-4,8.25
NJ Browne,,,,,,,,,,2,v AUS Women,Invercargill,2011-02-18,New Zealand Women,,,,4.0,1,0,33,1,1,0,0,0-4,8.25
SEA Ruck,,,,,,,,,,1,v AUS Women,Invercargill,2011-02-20,New Zealand Women,,,,3.0,1,0,33,1,1,0,0,0-4,11.00
LMM Tahuhu,,,,,,,,,,2,v WI Women,Mount Maunganui,2018-03-14,New Zealand Women,,,,3.0,1,0,33,1,1,0,0,0-4,11.00
AE Satterthwaite,,,,,,,,,,1,v AUS Women,Melbourne,2013-01-24,New Zealand Women,,,,4.0,1,0,35,1,1,0,0,0-4,8.75
SW Bates,,,,,,,,,,1,v WI Women,Bridgetown,2013-10-14,New Zealand Women,,,,4.0,1,0,35,1,1,0,0,0-4,8.75
AL Watkins,,,,,,,,,,1,v ENG Women,Chelmsford,2010-06-29,New Zealand Women,,,,4.0,1,0,36,1,1,0,0,0-4,9.00
LM Kasperek,,,,,,,,,,2,v India Women,Hamilton,2019-02-10,New Zealand Women,,,,4.0,1,0,37,1,1,0,0,0-4,9.25
JM Watkin,,,,,,,,,,1,v India Women,Providence,2018-11-09,New Zealand Women,,,,3.0,1,0,40,1,1,0,0,0-4,13.33
SW Bates,,,,,,,,,,2,v AUS Women,Brisbane,2009-06-02,New Zealand Women,,,,1.0,1,1,0,0,1,0,0,0-4,0.00
SFM Devine,,,,,,,,,,2,v ENG Women,Colombo (RPS),2012-10-04,New Zealand Women,,,,0.2,1,0,1,0,1,0,0,0-4,3.00
SEA Ruck,,,,,,,,,,1,v PAK Women,Basseterre,2010-05-10,New Zealand Women,,,,2.0,1,0,3,0,1,0,0,0-4,1.50
SFM Devine,,,,,,,,,,1,v WI Women,Invercargill,2014-03-02,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
ML Green,,,,,,,,,,2,v WI Women,Kingstown,2014-09-27,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
MJG Nielsen,,,,,,,,,,1,v WI Women,Invercargill,2014-03-02,New Zealand Women,,,,1.0,1,0,4,0,1,0,0,0-4,4.00
MJG Nielsen,,,,,,,,,,1,v AUS Women,Nagpur,2016-03-21,New Zealand Women,,,,4.0,1,0,4,0,1,0,0,0-4,1.00
AC Kerr,,,,,,,,,,2,v WI Women,Mount Maunganui,2018-03-16,New Zealand Women,,,,3.0,1,1,4,0,1,0,0,0-4,1.33
FL Mackay,,,,,,,,,,2,v India Women,Wellington,2019-02-06,New Zealand Women,,,,0.3,1,0,4,0,1,0,0,0-4,8.00
HM Watson,,,,,,,,,,2,v AUS Women,Brisbane,2006-10-18,New Zealand Women,,,,1.0,1,0,5,0,1,0,0,0-4,5.00
AL Watkins,,,,,,,,,,1,v AUS Women,Darwin,2007-07-19,New Zealand Women,,,,1.0,1,0,5,0,1,0,0,0-4,5.00
KL Pulford,,,,,,,,,,2,v AUS Women,Sydney,2009-02-15,New Zealand Women,,,,1.0,1,0,5,0,1,0,0,0-4,5.00
SW Bates,,,,,,,,,,2,v WI Women,Kingstown,2014-09-25,New Zealand Women,,,,1.1,1,0,5,0,1,0,0,0-4,4.28
SW Bates,,,,,,,,,,1,v ENG Women,Whangarei,2015-02-20,New Zealand Women,,,,1.0,1,0,5,0,1,0,0,0-4,5.00
